ensembl_gene_id	gene_biotype	gene	percentage_gene_gc_content	total_counts	n_cells_by_counts
ENSG00000125814	protein_coding	NAPB	40.72	1385	530
ENSG00000125821	protein_coding	DTD1	43.11	382	284
ENSG00000125827	protein_coding	TMX4	37.73	472	299
ENSG00000125835	protein_coding	SNRPB	46.19	336	264
ENSG00000125841	protein_coding	NRSN2	51.94	630	329
ENSG00000125851	protein_coding	PCSK2	41.47	215	165
ENSG00000125861	protein_coding	GFRA4	62.73	427	271
ENSG00000125863	protein_coding	MKKS	38.18	520	345
ENSG00000125869	protein_coding	LAMP5	42.77	1897	483
ENSG00000125901	protein_coding	MRPS26	60.25	748	426
ENSG00000125944	protein_coding	HNRNPR	38.85	297	227
ENSG00000125952	protein_coding	MAX	44.69	387	284
ENSG00000125970	protein_coding	RALY	44.86	266	214
ENSG00000125971	protein_coding	DYNLRB1	48.33	2510	687
ENSG00000125977	protein_coding	EIF2S2	42.17	990	518
ENSG00000125991	protein_coding	ERGIC3	50.94	632	410
ENSG00000125995	protein_coding	ROMO1	50.26	958	470
ENSG00000126067	protein_coding	PSMB2	40.99	696	401
ENSG00000126214	protein_coding	KLC1	49.58	1575	590
ENSG00000126217	protein_coding	MCF2L	54.36	276	226
ENSG00000126247	protein_coding	CAPNS1	53.78	499	356
ENSG00000126267	protein_coding	COX6B1	48.83	3731	741
ENSG00000126351	protein_coding	THRA	54.9	1506	600
ENSG00000126432	protein_coding	PRDX5	57.3	2162	648
ENSG00000126457	protein_coding	PRMT1	58.23	402	286
ENSG00000126524	protein_coding	SBDS	42.8	298	206
ENSG00000126581	protein_coding	BECN1	44.97	345	232
ENSG00000126583	protein_coding	PRKCG	52.9	127	98
ENSG00000126653	protein_coding	NSRP1	38.57	227	180
ENSG00000126698	protein_coding	DNAJC8	43.16	683	422
ENSG00000126749	protein_coding	EMG1	45.52	347	278
ENSG00000126768	protein_coding	TIMM17B	52.95	134	99
ENSG00000126860	protein_coding	EVI2A	33.34	253	133
ENSG00000126861	protein_coding	OMG	38.2	233	187
ENSG00000126934	protein_coding	MAP2K2	57.42	466	331
ENSG00000126945	protein_coding	HNRNPH2	39.65	211	168
ENSG00000126947	protein_coding	ARMCX1	48.89	195	149
ENSG00000127022	protein_coding	CANX	45.64	691	425
ENSG00000127152	protein_coding	BCL11B	50.78	639	348
ENSG00000127220	protein_coding	ABHD8	54.9	939	472
ENSG00000127337	protein_coding	YEATS4	39.35	231	190
ENSG00000127445	protein_coding	PIN1	56.31	1058	522
ENSG00000127463	protein_coding	EMC1	46.61	174	146
ENSG00000127481	protein_coding	UBR4	43.74	194	169
ENSG00000127483	protein_coding	HP1BP3	41.17	454	322
ENSG00000127540	protein_coding	UQCR11	56.29	3482	725
ENSG00000127554	protein_coding	GFER	61.06	183	150
ENSG00000127561	protein_coding	SYNGR3	66.55	944	463
ENSG00000127585	protein_coding	FBXL16	64.23	526	337
ENSG00000127588	protein_coding	GNG13	65.52	838	417
ENSG00000127616	protein_coding	SMARCA4	52.5	301	236
ENSG00000127774	protein_coding	EMC6	59.51	797	453
ENSG00000127824	protein_coding	TUBA4A	49.79	567	332
ENSG00000127837	protein_coding	AAMP	56.53	494	341
ENSG00000127838	protein_coding	PNKD	51.32	595	396
ENSG00000127870	protein_coding	RNF6	40.13	284	226
ENSG00000127884	protein_coding	ECHS1	55.55	246	198
ENSG00000127920	protein_coding	GNG11	38.37	376	102
ENSG00000127955	protein_coding	GNAI1	35.95	476	324
ENSG00000128203	protein_coding	ASPHD2	49.47	145	116
ENSG00000128242	protein_coding	GAL3ST1	53.7	169	86
ENSG00000128245	protein_coding	YWHAH	44.89	2099	645
ENSG00000128266	protein_coding	GNAZ	57.36	135	89
ENSG00000128268	protein_coding	MGAT3	57.01	291	209
ENSG00000128272	protein_coding	ATF4	58.94	570	387
ENSG00000128463	protein_coding	EMC4	43.84	563	361
ENSG00000128482	protein_coding	RNF112	60.03	237	183
ENSG00000128524	protein_coding	ATP6V1F	52.24	2063	666
ENSG00000128534	protein_coding	LSM8	35.29	230	192
ENSG00000128563	protein_coding	PRKRIP1	46.23	189	155
ENSG00000128564	protein_coding	VGF	68.15	513	252
ENSG00000128581	protein_coding	IFT22	48.92	294	231
ENSG00000128585	protein_coding	MKLN1	39.28	257	204
ENSG00000128590	protein_coding	DNAJB9	37.18	199	163
ENSG00000128594	protein_coding	LRRC4	56.07	193	159
ENSG00000128596	protein_coding	CCDC136	48.94	415	275
ENSG00000128609	protein_coding	NDUFA5	35.56	2124	637
ENSG00000128626	protein_coding	MRPS12	55.6	1270	549
ENSG00000128656	protein_coding	CHN1	37.22	500	301
ENSG00000128683	protein_coding	GAD1	45.82	4961	671
ENSG00000128694	protein_coding	OSGEPL1	39.12	42	23
ENSG00000128739	protein_coding	SNRPN	41.92	6399	741
ENSG00000128872	protein_coding	TMOD2	41.49	930	464
ENSG00000128881	protein_coding	TTBK2	39.88	262	196
ENSG00000128891	protein_coding	CCDC32	45.99	292	202
ENSG00000128951	protein_coding	DUT	39.96	306	226
ENSG00000128989	protein_coding	ARPP19	38.46	619	400
ENSG00000129055	protein_coding	ANAPC13	45.33	915	476
ENSG00000129084	protein_coding	PSMA1	40.21	503	341
ENSG00000129128	protein_coding	SPCS3	36.76	169	135
ENSG00000129159	protein_coding	KCNC1	48.8	1306	514
ENSG00000129235	protein_coding	TXNDC17	41.89	511	325
ENSG00000129244	protein_coding	ATP1B2	54.22	528	337
ENSG00000129245	protein_coding	FXR2	48.1	250	197
ENSG00000129315	protein_coding	CCNT1	40.95	196	155
ENSG00000129355	protein_coding	CDKN2D	58.54	502	339
ENSG00000129473	protein_coding	BCL2L2	51.4	304	237
ENSG00000129515	protein_coding	SNX6	44.32	164	128
ENSG00000129518	protein_coding	EAPP	44.1	201	149
ENSG00000129559	protein_coding	NEDD8	43.5	2568	687
ENSG00000129562	protein_coding	DAD1	41.9	1166	560
ENSG00000129625	protein_coding	REEP5	41.56	1370	570
ENSG00000129636	protein_coding	ITFG1	37.51	345	265
ENSG00000129657	protein_coding	SEC14L1	46.7	308	251
ENSG00000129682	protein_coding	FGF13	39.07	797	377
ENSG00000129824	protein_coding	RPS4Y1	40.56	2973	730
ENSG00000129932	protein_coding	DOHH	56.58	439	312
ENSG00000129933	protein_coding	MAU2	54.35	117	98
ENSG00000129968	protein_coding	ABHD17A	65.16	324	240
ENSG00000129990	protein_coding	SYT5	56.23	273	208
ENSG00000130005	protein_coding	GAMT	64.25	231	105
ENSG00000130066	protein_coding	SAT1	43.75	368	257
ENSG00000130119	protein_coding	GNL3L	47.05	306	218
ENSG00000130159	protein_coding	ECSIT	50.88	176	149
ENSG00000130165	protein_coding	ELOF1	55.91	586	369
ENSG00000130203	protein_coding	APOE	61.06	559	143
ENSG00000130204	protein_coding	TOMM40	56.25	455	306
ENSG00000130222	protein_coding	GADD45G	66.26	206	156
ENSG00000130226	protein_coding	DPP6	43.87	455	283
ENSG00000130294	protein_coding	KIF1A	58.71	2007	659
ENSG00000130300	protein_coding	PLVAP	51.71	228	176
ENSG00000130311	protein_coding	DDA1	56.16	756	430
ENSG00000130312	protein_coding	MRPL34	54.25	503	330
ENSG00000130332	protein_coding	LSM7	57.7	428	309
ENSG00000130338	protein_coding	TULP4	43.15	215	165
ENSG00000130414	protein_coding	NDUFA10	48.42	926	474
ENSG00000130429	protein_coding	ARPC1B	55.99	414	159
ENSG00000130477	protein_coding	UNC13A	52.17	310	229
ENSG00000130511	protein_coding	SSBP4	64.53	438	300
ENSG00000130520	protein_coding	LSM4	56.37	617	373
ENSG00000130522	protein_coding	JUND	69.93	1606	613
ENSG00000130540	protein_coding	SULT4A1	56.03	1170	504
ENSG00000130558	protein_coding	OLFM1	55.24	1687	593
ENSG00000130559	protein_coding	CAMSAP1	47.03	262	219
ENSG00000130592	protein_coding	LSP1	61.64	120	76
ENSG00000130638	protein_coding	ATXN10	40.57	459	289
ENSG00000130643	protein_coding	CALY	60.02	1307	530
ENSG00000130706	protein_coding	ADRM1	64.09	222	183
ENSG00000130723	protein_coding	PRRC2B	49.11	500	330
ENSG00000130724	protein_coding	CHMP2A	54.32	577	353
ENSG00000130725	protein_coding	UBE2M	61.64	414	261
ENSG00000130748	protein_coding	TMEM160	61.56	764	433
ENSG00000130751	protein_coding	NPAS1	55.35	147	88
ENSG00000130758	protein_coding	MAP3K10	53.37	134	100
ENSG00000130770	protein_coding	ATP5IF1	44.37	4392	740
ENSG00000130779	protein_coding	CLIP1	43.88	240	194
ENSG00000130811	protein_coding	EIF3G	59.23	291	223
ENSG00000130813	protein_coding	SHFL	56.65	276	216
ENSG00000130821	protein_coding	SLC6A8	65.01	186	152
ENSG00000130822	protein_coding	PNCK	56.63	444	286
ENSG00000130939	protein_coding	UBE4B	44.12	216	186
ENSG00000130956	protein_coding	HABP4	43.82	645	370
ENSG00000130985	protein_coding	UBA1	51.31	387	278
ENSG00000131018	protein_coding	SYNE1	38.41	274	199
ENSG00000131051	protein_coding	RBM39	40.28	1885	721
ENSG00000131067	protein_coding	GGT7	49.04	251	200
ENSG00000131089	protein_coding	ARHGEF9	40.8	354	250
ENSG00000131100	protein_coding	ATP6V1E1	45.03	1964	652
ENSG00000131116	protein_coding	ZNF428	52.39	499	314
ENSG00000131143	protein_coding	COX4I1	50.8	6128	826
ENSG00000131165	protein_coding	CHMP1A	58.52	255	203
ENSG00000131174	protein_coding	COX7B	40.81	2439	632
ENSG00000131236	protein_coding	CAP1	43.27	300	220
ENSG00000131238	protein_coding	PPT1	44.02	362	288
ENSG00000131242	protein_coding	RAB11FIP4	51.37	222	186
ENSG00000131368	protein_coding	MRPS25	47.96	376	278
ENSG00000131381	protein_coding	RBSN	44.4	105	87
ENSG00000131389	protein_coding	SLC6A6	52.21	262	213
ENSG00000131398	protein_coding	KCNC3	59.36	145	113
ENSG00000131409	protein_coding	LRRC4B	55.28	357	247
ENSG00000131437	protein_coding	KIF3A	36.68	336	247
ENSG00000131446	protein_coding	MGAT1	50.9	182	156
ENSG00000131462	protein_coding	TUBG1	53.04	151	103
ENSG00000131467	protein_coding	PSME3	46.03	270	210
ENSG00000131469	protein_coding	RPL27	49.84	1657	623
ENSG00000131473	protein_coding	ACLY	49.89	195	165
ENSG00000131495	protein_coding	NDUFA2	50.9	2901	709
ENSG00000131508	protein_coding	UBE2D2	44.35	573	362
ENSG00000131558	protein_coding	EXOC4	38.3	192	153
ENSG00000131669	protein_coding	NINJ1	59.63	188	158
ENSG00000131711	protein_coding	MAP1B	42.29	1648	507
ENSG00000131732	protein_coding	ZCCHC9	38.15	177	85
ENSG00000131773	protein_coding	KHDRBS3	38.22	401	272
ENSG00000131779	protein_coding	PEX11B	45.25	236	205
ENSG00000131828	protein_coding	PDHA1	44.44	427	306
ENSG00000131864	protein_coding	USP29	42.83	313	190
ENSG00000131876	protein_coding	SNRPA1	42.28	295	219
ENSG00000131966	protein_coding	ACTR10	38.67	259	201
ENSG00000132002	protein_coding	DNAJB1	52.01	182	130
ENSG00000132004	protein_coding	FBXW9	56.53	93	65
ENSG00000132153	protein_coding	DHX30	50.03	477	334
ENSG00000132155	protein_coding	RAF1	42.69	163	135
ENSG00000132254	protein_coding	ARFIP2	52.8	218	189
ENSG00000132286	protein_coding	TIMM10B	47.31	691	407
ENSG00000132294	protein_coding	EFR3A	35.32	318	231
ENSG00000132305	protein_coding	IMMT	41.41	266	210
ENSG00000132313	protein_coding	MRPL35	40.87	230	185
ENSG00000132323	protein_coding	ILKAP	44.83	241	200
ENSG00000132329	protein_coding	RAMP1	52.41	299	195
ENSG00000132341	protein_coding	RAN	44.77	814	454
ENSG00000132376	protein_coding	INPP5K	53.76	117	66
ENSG00000132388	protein_coding	UBE2G1	41.77	281	213
ENSG00000132406	protein_coding	TMEM128	41.7	95	80
ENSG00000132424	protein_coding	PNISR	36.01	847	498
ENSG00000132434	protein_coding	LANCL2	42.91	238	186
ENSG00000132466	protein_coding	ANKRD17	36.17	311	247
ENSG00000132471	protein_coding	WBP2	55.06	851	489
ENSG00000132507	protein_coding	EIF5A	55.3	2236	696
ENSG00000132535	protein_coding	DLG4	54.52	624	379
ENSG00000132563	protein_coding	REEP2	58.22	176	148
ENSG00000132570	protein_coding	PCBD2	42.21	276	218
ENSG00000132581	protein_coding	SDF2	47.1	365	264
ENSG00000132589	protein_coding	FLOT2	54.43	219	176
ENSG00000132612	protein_coding	VPS4A	54.5	259	195
ENSG00000132639	protein_coding	SNAP25	40.89	4493	672
ENSG00000132670	protein_coding	PTPRA	43.04	497	361
ENSG00000132716	protein_coding	DCAF8	42.25	273	223
ENSG00000132718	protein_coding	SYT11	46.48	4000	761
ENSG00000132821	protein_coding	VSTM2L	54.01	300	210
ENSG00000132824	protein_coding	SERINC3	42.52	307	207
ENSG00000132872	protein_coding	SYT4	34.56	370	247
ENSG00000132879	protein_coding	FBXO44	54.94	236	179
ENSG00000132963	protein_coding	POMP	39.22	1716	622
ENSG00000132970	protein_coding	WASF3	39.78	287	225
ENSG00000133020	protein_coding	MYH8	38.91	90	51
ENSG00000133026	protein_coding	MYH10	42	210	165
ENSG00000133030	protein_coding	MPRIP	51.29	324	242
ENSG00000133069	protein_coding	TMCC2	51.63	183	148
ENSG00000133083	protein_coding	DCLK1	40.16	1126	485
ENSG00000133101	protein_coding	CCNA1	42.94	89	41
ENSG00000133103	protein_coding	COG6	35.35	80	26
ENSG00000133111	protein_coding	RFXAP	38.45	88	71
ENSG00000133112	protein_coding	TPT1	44.18	1669	634
ENSG00000133169	protein_coding	BEX1	56.28	4106	657
ENSG00000133193	protein_coding	FAM104A	43.89	521	354
ENSG00000133243	protein_coding	BTBD2	55.3	166	135
ENSG00000133250	protein_coding	ZNF414	62.76	217	179
ENSG00000133265	protein_coding	HSPBP1	51.9	214	170
ENSG00000133318	protein_coding	RTN3	42.12	2841	756
ENSG00000133398	protein_coding	MED10	45	349	253
ENSG00000133606	protein_coding	MKRN1	45.73	497	314
ENSG00000133612	protein_coding	AGAP3	57.73	261	214
ENSG00000133627	protein_coding	ACTR3B	43.36	88	70
ENSG00000133703	protein_coding	KRAS	36.42	488	318
ENSG00000133706	protein_coding	LARS	38.69	137	85
ENSG00000133731	protein_coding	IMPA1	37.43	96	81
ENSG00000133773	protein_coding	CCDC59	35.35	271	221
ENSG00000133816	protein_coding	MICAL2	45.98	257	200
ENSG00000133858	protein_coding	ZFC3H1	36.14	58	15
ENSG00000133872	protein_coding	SARAF	40.2	866	500
ENSG00000133878	protein_coding	DUSP26	53.04	325	190
ENSG00000134014	protein_coding	ELP3	40.16	148	111
ENSG00000134049	protein_coding	IER3IP1	38.67	946	487
ENSG00000134058	protein_coding	CDK7	40.47	87	51
ENSG00000134072	protein_coding	CAMK1	51.3	637	407
ENSG00000134108	protein_coding	ARL8B	40.81	423	319
ENSG00000134121	protein_coding	CHL1	37.01	447	255
ENSG00000134153	protein_coding	EMC7	39.57	675	418
ENSG00000134198	protein_coding	TSPAN2	43.45	1109	180
ENSG00000134202	protein_coding	GSTM3	47.16	557	356
ENSG00000134243	protein_coding	SORT1	42.26	254	199
ENSG00000134248	protein_coding	LAMTOR5	42.55	962	532
ENSG00000134265	protein_coding	NAPG	39.33	352	259
ENSG00000134278	protein_coding	SPIRE1	40.66	184	156
ENSG00000134287	protein_coding	ARF3	47.69	926	468
ENSG00000134291	protein_coding	TMEM106C	46.67	222	154
ENSG00000134294	protein_coding	SLC38A2	38.31	383	240
ENSG00000134313	protein_coding	KIDINS220	38.39	381	280
ENSG00000134318	protein_coding	ROCK2	36.75	442	301
ENSG00000134333	protein_coding	LDHA	43.95	565	348
ENSG00000134369	protein_coding	NAV1	47.44	453	309
ENSG00000134375	protein_coding	TIMM17A	42.3	957	500
ENSG00000134419	protein_coding	RPS15A	46.41	2157	642
ENSG00000134440	protein_coding	NARS	42.81	604	387
ENSG00000134480	protein_coding	CCNH	35.01	294	216
ENSG00000134575	protein_coding	ACP2	52.75	228	179
ENSG00000134644	protein_coding	PUM1	41.05	227	198
ENSG00000134709	protein_coding	HOOK1	34.37	139	116
ENSG00000134748	protein_coding	PRPF38A	41.36	157	99
ENSG00000134769	protein_coding	DTNA	37.99	83	62
ENSG00000134809	protein_coding	TIMM10	47.99	555	336
ENSG00000134825	protein_coding	TMEM258	58.49	594	391
ENSG00000134852	protein_coding	CLOCK	37.37	255	184
ENSG00000134884	protein_coding	ARGLU1	37.63	247	198
ENSG00000134909	protein_coding	ARHGAP32	36.86	232	189
ENSG00000134982	protein_coding	APC	37.63	266	201
ENSG00000134986	protein_coding	NREP	38.48	148	121
ENSG00000135002	protein_coding	RFK	40.41	179	139
ENSG00000135018	protein_coding	UBQLN1	38.64	271	208
ENSG00000135040	protein_coding	NAA35	38	261	201
ENSG00000135049	protein_coding	AGTPBP1	36.66	440	292
ENSG00000135070	protein_coding	ISCA1	41.36	506	334
ENSG00000135090	protein_coding	TAOK3	39.71	474	322
ENSG00000135108	protein_coding	FBXO21	44.38	270	219
ENSG00000135211	protein_coding	TMEM60	42.07	352	272
ENSG00000135250	protein_coding	SRPK2	41.06	781	454
ENSG00000135298	protein_coding	ADGRB3	35.14	39	36
ENSG00000135317	protein_coding	SNX14	37.43	40	33
ENSG00000135362	protein_coding	PRR5L	43.76	122	70
ENSG00000135363	protein_coding	LMO2	46.34	270	197
ENSG00000135387	protein_coding	CAPRIN1	40.01	245	192
ENSG00000135404	protein_coding	CD63	59.18	313	169
ENSG00000135447	protein_coding	PPP1R1A	53.68	491	309
ENSG00000135452	protein_coding	TSPAN31	51.31	224	188
ENSG00000135454	protein_coding	B4GALNT1	56.64	203	166
ENSG00000135469	protein_coding	COQ10A	50.99	140	121
ENSG00000135472	protein_coding	FAIM2	53.98	1777	616
ENSG00000135506	protein_coding	OS9	43.99	368	278
ENSG00000135525	protein_coding	MAP7	39.29	158	125
ENSG00000135541	protein_coding	AHI1	36.31	992	421
ENSG00000135624	protein_coding	CCT7	46.07	488	339
ENSG00000135632	protein_coding	SMYD5	50.95	126	100
ENSG00000135643	protein_coding	KCNMB4	39.68	86	54
ENSG00000135677	protein_coding	GNS	42.19	202	171
ENSG00000135679	protein_coding	MDM2	39.81	168	121
ENSG00000135709	protein_coding	KIAA0513	51.63	649	380
ENSG00000135720	protein_coding	DYNC1LI2	44.86	298	234
ENSG00000135750	protein_coding	KCNK1	42.07	243	188
ENSG00000135821	protein_coding	GLUL	47.77	1334	479
ENSG00000135823	protein_coding	STX6	40.71	136	108
ENSG00000135824	protein_coding	RGS8	44.69	395	248
ENSG00000135905	protein_coding	DOCK10	39.37	273	159
ENSG00000135916	protein_coding	ITM2C	58.43	1233	586
ENSG00000135919	protein_coding	SERPINE2	43.2	264	129
ENSG00000135924	protein_coding	DNAJB2	56.92	331	238
ENSG00000135926	protein_coding	TMBIM1	54.42	235	102
ENSG00000135930	protein_coding	EIF4E2	44.15	189	156
ENSG00000135932	protein_coding	CAB39	40.78	431	291
ENSG00000135956	protein_coding	TMEM127	51.14	249	199
ENSG00000135968	protein_coding	GCC2	38.51	321	243
ENSG00000136002	protein_coding	ARHGEF4	46.7	406	247
ENSG00000136003	protein_coding	ISCU	45.76	1141	504
ENSG00000136099	protein_coding	PCDH8	56.58	161	120
ENSG00000136143	protein_coding	SUCLA2	40.06	387	282
ENSG00000136156	protein_coding	ITM2B	37.65	3303	713
ENSG00000136193	protein_coding	SCRN1	43.91	539	317
ENSG00000136197	protein_coding	C7orf25	47.71	184	144
ENSG00000136238	protein_coding	RAC1	45.86	644	413
ENSG00000136279	protein_coding	DBNL	53.2	240	184
ENSG00000136280	protein_coding	CCM2	46.33	314	228
ENSG00000136295	protein_coding	TTYH3	62.28	340	259
ENSG00000136425	protein_coding	CIB2	51.26	367	254
ENSG00000136448	protein_coding	NMT1	48.75	351	252
ENSG00000136450	protein_coding	SRSF1	40.14	343	280
ENSG00000136485	protein_coding	DCAF7	43.95	238	194
ENSG00000136490	protein_coding	LIMD2	66.23	255	199
ENSG00000136521	protein_coding	NDUFB5	39.72	1970	659
ENSG00000136527	protein_coding	TRA2B	38.67	243	208
ENSG00000136541	protein_coding	ERMN	37.18	481	119
ENSG00000136628	protein_coding	EPRS	38.09	249	200
ENSG00000136717	protein_coding	BIN1	59.64	746	407
ENSG00000136738	protein_coding	STAM	37.1	84	61
ENSG00000136750	protein_coding	GAD2	42.67	5226	687
ENSG00000136783	protein_coding	NIPSNAP3A	36.49	223	170
ENSG00000136810	protein_coding	TXN	41.92	786	420
ENSG00000136811	protein_coding	ODF2	49.1	193	150
ENSG00000136819	protein_coding	C9orf78	48.01	437	315
ENSG00000136827	protein_coding	TOR1A	52.21	307	236
ENSG00000136842	protein_coding	TMOD1	46.76	178	126
ENSG00000136854	protein_coding	STXBP1	47.08	1917	611
ENSG00000136888	protein_coding	ATP6V1G1	44	2115	693
ENSG00000136895	protein_coding	GARNL3	43.3	321	245
ENSG00000136897	protein_coding	MRPL50	35.68	217	179
ENSG00000136908	protein_coding	DPM2	56.79	443	325
ENSG00000136928	protein_coding	GABBR2	45.67	1139	503
ENSG00000136930	protein_coding	PSMB7	42.8	505	342
ENSG00000136933	protein_coding	RABEPK	46.49	195	136
ENSG00000136942	protein_coding	RPL35	56.22	2404	657
ENSG00000136943	protein_coding	CTSV	44.68	408	294
ENSG00000136950	protein_coding	ARPC5L	52.55	928	499
ENSG00000136960	protein_coding	ENPP2	39.28	500	149
ENSG00000137055	protein_coding	PLAA	37.93	20	17
ENSG00000137076	protein_coding	TLN1	51.07	547	356
ENSG00000137100	protein_coding	DCTN3	49.85	1143	504
ENSG00000137133	protein_coding	HINT2	54.66	399	284
ENSG00000137154	protein_coding	RPS6	40.65	3185	723
ENSG00000137161	protein_coding	CNPY3	50.59	255	214
ENSG00000137216	protein_coding	TMEM63B	54.28	337	236
ENSG00000137266	protein_coding	SLC22A23	47.61	187	131
ENSG00000137267	protein_coding	TUBB2A	56.17	1525	547
ENSG00000137285	protein_coding	TUBB2B	56.79	197	137
ENSG00000137288	protein_coding	UQCC2	49.22	1526	593
ENSG00000137486	protein_coding	ARRB1	52.02	268	199
ENSG00000137501	protein_coding	SYTL2	40.22	204	138
ENSG00000137522	protein_coding	RNF121	42.62	236	191
ENSG00000137547	protein_coding	MRPL15	43.29	226	178
ENSG00000137575	protein_coding	SDCBP	35.86	211	177
ENSG00000137642	protein_coding	SORL1	43.54	418	295
ENSG00000137692	protein_coding	DCUN1D5	35.6	290	216
ENSG00000137710	protein_coding	RDX	39.02	276	180
ENSG00000137720	protein_coding	C11orf1	42.92	322	217
ENSG00000137726	protein_coding	FXYD6	48.09	968	326
ENSG00000137776	protein_coding	SLTM	38.75	291	232
ENSG00000137815	protein_coding	RTF1	45.65	984	479
ENSG00000137824	protein_coding	RMDN3	49.18	157	131
ENSG00000137876	protein_coding	RSL24D1	36.2	268	216
ENSG00000137941	protein_coding	TTLL7	35.53	658	314
ENSG00000137955	protein_coding	RABGGTB	37.85	334	231
ENSG00000137996	protein_coding	RTCA	39.07	147	107
ENSG00000138028	protein_coding	CGREF1	50.25	106	74
